LocalId,SectorId,DiocesanId,OtherId,TAAId,JurisdictionId,NationalId,PlatformId,PreviousLocalId,PreviousSectorId,PreviousDiocesanId,PreviousOtherId,PreviousTAAId,PreviousJurisdictionId,PreviousNationalId,PreviousPlatformId,FamilyName,GivenName,PreferredName,MiddleName,BirthDate,Sex,CountryOfBirth,EducationSupport,FFPOS,VisaCode,IndigenousStatus,LBOTE,StudentLOTE,YearLevel,TestLevel,FTE,ClassGroup,ASLSchoolId,SchoolLocalId,LocalCampusId,MainSchoolFlag,OtherSchoolId,ReportingSchoolId,HomeSchooledStudent,Sensitive,OfflineDelivery,Parent1SchoolEducation,Parent1NonSchoolEducation,Parent1Occupation,Parent1LOTE,Parent2SchoolEducation,Parent2NonSchoolEducation,Parent2Occupation,Parent2LOTE,AddressLine1,AddressLine2,Locality,Postcode,StateTerritory
uvjid617,8068,49895,23148,21005,23297,90919,R100000071M,54529,35418,16722,48548,35837,26763,37431,R100000071M,Underhill,Miss,Miss,S,2005-06-21,2,1101,N,2,101,4,N,1201,5,5,0.52,5C,49663,17389,01,2,ckoun091,49663,Y,N,N,3,5,4,2201,2,6,4,9601,905 River Rd,,CLAYTON,5256,SA
whjzz581,93673,96975,4007,90272,77237,93059,R100000072G,19088,94975,87986,68848,66078,57602,95053,R100000072G,Johnson,Kevin,Kevin,P,2005-12-06,1,1101,Y,1,101,1,N,5203,5,5,0.07,5C,49663,17389,01,1,ftawb931,49663,Y,N,X,3,7,1,1201,4,5,2,1201,752 W Elliot Rd,,PORT NEILL,5604,SA
tfxbd466,25652,10485,69206,39326,71051,24015,R100000073H,56292,27148,96541,58118,69302,6471,54547,R100000073H,Hicks,Tiesha,Tiesha,,2005-11-16,2,1101,N,2,101,3,U,1201,5,5,0.85,5A,49663,17389,01,1,mduhp844,49663,Y,Y,N,4,6,3,1201,4,8,2,1201,811 W. Liberty Street,,GULNARE,5471,SA
nvuyl383,20932,33076,8681,26059,16654,54023,R100000074P,14507,24892,71525,90034,84318,1644,99583,R100000074P,Gallagher,Cecile,Cecile,,2005-03-24,2,1101,U,1,101,3,N,9601,5,5,0.20,5A,49663,17389,01,2,dvkld116,49663,Y,Y,N,2,8,4,1201,3,6,2,1201,2009 R street NW,,FULHAM,5024,SA
kngfc639,82171,12272,64485,35086,68008,51762,R100000075R,8917,42834,63967,53570,44019,89806,18022,R100000075R,Delgado,Bruno,Bruno,,2003-03-24,1,1101,Y,2,101,3,N,1201,7,7,0.64,7D,49663,17389,01,1,lwqsb935,49663,U,U,Y,4,7,3,1201,2,7,4,1201,6661 West Bell Rd.,Suite 101B,BIRDWOOD,5234,SA
qyuhx867,79840,62303,30682,98578,52900,41392,R100000076K,3136,89011,62851,93084,41720,50274,17701,R100000076K,Clevenger,Evelyn,Evelyn,,2003-12-07,2,1101,N,1,101,2,N,1201,7,7,0.31,7D,49663,17389,01,2,pnlbd143,49663,N,N,Y,1,6,2,1201,1,6,4,1201,310 Stewart Ave.,,KALANGADOO,5278,SA
fngaq507,8953,90081,21535,33015,7843,84039,R100000077E,22269,6473,12044,7253,40168,31464,75855,R100000077E,Martinez,Tamela,Tamela,Chrystal,2003-12-11,2,1101,Y,1,101,3,Y,5203,7,7,0.82,7D,49663,17389,01,2,bawvi626,49663,Y,N,N,1,7,1,7101,4,8,4,2201,516 E. Adams St.,,ASHBOURNE,5157,SA
iiryw702,91483,76156,79416,47717,19171,26893,R100000078D,44620,93832,47916,25696,81101,29719,13210,R100000078D,Bing,Joan,Joan,D,2003-07-13,2,1101,Y,2,101,2,N,1201,7,7,0.10,7C,49663,17389,01,1,zfrrk377,49663,Y,N,Y,2,8,3,1201,2,8,1,1201,600 NE Colorado Street,,BRADY CREEK,5381,SA
cmzbc142,666,90150,74050,47829,95457,89590,R100000079S,22665,62687,27133,82623,23684,88223,83442,R100000079S,Williams,Ignacio,Ignacio,V,2003-05-22,1,1101,N,1,101,1,Y,7101,7,7,0.47,7F,49663,17389,01,2,csogl658,49663,N,Y,Y,1,8,2,5203,2,5,3,1201,60 Main Avenue,,CALTOWIE,5490,SA
frdgq383,54846,5536,88833,73336,59110,11937,R100000080R,72894,59300,28064,70216,45822,75980,93697,R100000080R,Robertson,Ellis,Ellis,R,2003-06-25,1,1101,N,2,101,1,N,1201,7,7,0.88,7F,49663,17389,01,2,cpqwa390,49663,N,N,U,3,8,3,9601,1,5,2,1201,227 Summer Street,,FISCHER,5502,SA
cyujj396,32245,76842,73776,55964,9993,51978,R100000081K,86005,44660,27626,59319,15132,27068,99888,R100000081K,Stewart,Eugene,Eugene,B,2003-07-17,1,1101,N,1,101,1,N,1201,7,7,0.74,7D,49663,17389,01,2,rdmoa315,49663,N,Y,Y,3,7,2,5203,3,6,1,1201,2333 Fern Dell Drive,,HOUGHTON,5131,SA
ydltj114,43076,90521,87753,9950,8141,9832,R100000082E,16307,52626,60307,95385,84367,73276,63022,R100000082E,Hamer,Vincent,Vincent,Wilburn,2003-12-03,1,1101,N,2,101,4,Y,1201,7,7,0.59,7E,49663,17389,01,2,wsbdz283,49663,N,Y,N,1,8,3,1201,4,5,2,1201,701 National Road West,,APAMURRA,5237,SA
tjzbf664,22250,19348,12449,22755,32612,48219,R100000083D,99002,14555,8887,64430,63474,95129,32133,R100000083D,Haney,Lydia,Lydia,K,2003-09-17,2,1101,N,1,101,4,Y,7101,7,7,0.68,7E,49663,17389,01,1,yksjq338,49663,N,U,N,1,8,3,5203,1,5,4,1201,2710 S. Colorado Blvd,,PORT GILES,5582,SA
nxcif858,9261,12067,39120,23247,49302,26119,R100000084S,61043,85977,26526,62485,27889,90210,64254,R100000084S,Lake,Raul,Raul,N,2003-05-21,1,1101,Y,2,101,3,Y,1201,7,7,0.27,7E,49663,17389,01,1,xqzsq983,49663,Y,Y,N,2,6,2,1201,3,6,4,7101,603 S Wright St,,REGENCY PARK,5942,SA
rqweo151,16752,23803,71671,77001,98050,83967,R100000085M,98269,40616,11644,55260,85163,56247,58742,R100000085M,Garner,Xiomara,Xiomara,C,2003-12-28,2,1101,Y,2,101,3,U,7101,7,7,0.12,7D,49663,17389,01,1,zfkmc382,49663,N,N,N,3,7,1,1201,1,8,1,1201,1501 University Ave. SE,,MOUNT COMPASS,5210,SA
mxzya259,48462,1885,89524,21323,13065,55765,R100000086G,71244,47173,39490,6004,76835,37822,46257,R100000086G,Ferguson,Wallace,Wallace,,2003-10-06,1,1101,Y,1,101,4,N,1201,7,7,0.08,7A,49663,17389,01,1,uwuog384,49663,Y,Y,N,2,8,3,7101,2,8,4,1201,22456 Alessandro Blvd.,,ALFORD,5555,SA
rxqnm373,70775,45745,26190,34610,7191,29565,R100000087H,98620,31469,97276,21785,32072,93080,10431,R100000087H,Cook,Pam,Pam,M,2003-05-26,2,1101,Y,2,101,4,U,1201,7,7,0.75,7B,49663,17389,01,1,qdagr792,49663,N,X,N,1,7,3,1201,4,8,3,1201,400 Selby Avenue,,FRANKLYN,5421,SA
khzin664,81214,67974,56938,50035,88681,60616,R100000088P,96097,74950,34610,20668,99925,44013,69179,R100000088P,Holloway,Julius,Julius,Ronnie,2003-09-23,1,1101,Y,1,101,4,Y,1201,7,7,0.10,7A,49663,17389,01,2,rnnwj655,49663,U,Y,N,1,5,1,1201,1,6,4,1201,911 E. Main  St.,,LOCHIEL,5510,SA
cjixd864,12516,77871,46321,9906,20520,34104,R100000089A,70181,5622,45568,23526,73984,31105,65383,R100000089A,Buchanan,Dylan,Dylan,,2003-12-24,1,1101,N,2,101,1,Y,1201,7,7,0.46,7A,49663,17389,01,2,zcqwh052,49663,X,Y,Y,4,7,4,1201,2,6,3,7101,6464 Moraga Avenue,,BOONERDO,5633,SA
oxooa633,79226,41233,65740,61871,41690,86971,R100000090M,48485,42590,69444,14824,86442,13843,1572,R100000090M,Vergara,James,James,J,2003-11-07,1,1101,N,1,101,4,N,1201,7,7,0.08,7C,49663,17389,01,1,tnygx721,49663,N,Y,N,3,7,2,2201,1,7,2,1201,2700 Hearst	Avenue,,KOORINE,5279,SA
qwvgt310,62025,50681,96126,80389,62852,9159,R100000091G,45857,74947,8815,72196,11344,5273,13162,R100000091G,Smith,Samuel,Samuel,A,2003-04-27,1,1101,N,1,101,4,Y,1201,7,7,0.14,7D,49663,17389,01,1,rebmv277,49663,N,N,U,4,8,3,1201,2,5,4,1201,2063 Route 88 ,,UPPER STURT,5156,SA
xcyio533,53506,63965,55357,89875,78756,14005,R100000092H,33370,48551,32502,10465,25296,54819,93475,R100000092H,Payne,Lucinda,Lucinda,,2003-05-10,2,1101,Y,1,101,3,Y,1201,7,7,0.78,7E,49663,17389,01,1,falkv320,49663,Y,N,Y,4,8,3,1201,3,5,1,1201,578 Tremont Street,,FISCHER,5502,SA
rwofu744,76782,76140,72793,49023,87705,18257,R100000093P,48390,15637,35034,13164,49380,53828,96259,R100000093P,Stewart,Stacie,Stacie,L,2003-09-13,2,1101,N,2,101,2,N,1201,7,7,0.98,7E,49663,17389,01,1,danhr447,49663,Y,N,N,3,8,2,1201,1,5,1,1201,821 Lancaster Ave,,CLINTON,5570,SA
yofgx705,62249,77417,3356,78979,16312,69595,R100000094A,14602,37320,9498,76844,73995,998,33337,R100000094A,Burke,Angel,Angel,Hunter,2003-10-20,1,1101,N,1,101,2,Y,1201,7,7,0.48,7C,49663,17389,01,2,pantp270,49663,Y,Y,Y,2,8,4,1201,2,7,4,1201,10150 Hudson Road,,VEITCH,5312,SA
omzno982,76538,82073,47120,83052,73867,20782,R100000095K,31241,37696,38438,4745,5349,9740,43851,R100000095K,Tolan,Eloise,Eloise,,2003-04-25,2,1101,N,2,101,3,N,1201,7,7,0.53,7A,49663,17389,01,2,qeqmk695,49663,N,N,N,3,7,4,1201,4,8,2,2201,325 S Orlando Avenue,,COOPERS CREEK,5731,SA
cwyma871,43597,83628,91681,36443,64686,79270,R100000096E,63768,21318,21795,43036,80130,88206,74555,R100000096E,Newby,Jeffrey,Jeffrey,C,2003-12-12,1,1101,U,1,101,2,Y,1201,7,7,0.99,7B,49663,17389,01,2,hdsgm398,49663,Y,Y,Y,2,8,4,1201,1,7,1,5203,57 Mt Pleasant Street,,HACKHAM,5163,SA
tpqje956,14309,67897,22340,11333,91590,62446,R100000097D,81004,59647,11763,23262,42500,20959,81584,R100000097D,Swanson,Isabella,Isabella,R,2003-07-06,2,1101,Y,2,101,4,N,1201,7,7,0.26,7F,49663,17389,01,2,tovwi766,49663,N,N,N,2,6,3,1201,1,7,4,1201,57 Mt Pleasant Street,,BLACKFELLOWS CREEK,5201,SA
zgaij409,54964,56907,58481,62137,14913,43391,R100000098S,72208,96511,15637,2051,34844,5910,33254,R100000098S,Entrekin,Maribel,Maribel,G,2003-02-26,2,1101,Y,1,101,2,Y,1201,7,7,0.56,7B,49663,17389,01,1,ysesd919,49663,N,N,Y,4,7,2,1201,2,5,3,1201,1755 Massachusetts Ave.,,AUBURN,5451,SA
gekbq404,62402,41138,28741,8528,6448,54043,R100000099R,16364,9365,54374,44214,83719,57703,78484,R100000099R,Solomon,Johnnie,Johnnie,Ronald,2003-05-08,1,1101,N,2,101,1,Y,1201,7,7,0.86,7A,49663,17389,01,1,nznvd014,49663,Y,N,N,3,7,2,1201,2,6,3,1201,853 East Grant Road,,DAVOREN PARK,5113,SA
pankc126,12876,47220,84101,57983,44028,58417,R100000100E,21518,68114,97014,46018,68782,21974,99529,R100000100E,Pollak,Ramon,Ramon,,2003-11-03,1,1101,Y,1,101,2,Y,1201,7,7,0.10,7B,49663,17389,01,2,uynzo071,49663,U,N,U,2,7,2,1201,2,8,1,1201,27 Park Street,,GILLES PLAINS,5086,SA
kdalr426,3796,60973,4097,66237,42724,79475,R100000101D,93203,90248,19281,84312,50216,70247,12378,R100000101D,Mcintosh,Dwayne,Dwayne,,2003-07-28,1,1101,N,1,101,1,N,1201,7,7,0.55,7E,49663,17389,01,2,dqshs802,49663,N,N,X,2,7,3,1201,4,5,1,2201,201 S Estes Dr,,KAROONDA,5307,SA
kdovx355,52875,53379,88147,66543,9986,64783,R100000102S,36567,30360,81716,20985,78937,6587,31642,R100000102S,Chou,Lewis,Lewis,R,2003-04-26,1,1101,N,2,101,1,Y,2201,7,7,0.95,7C,49663,17389,01,1,mlgot886,49663,Y,U,N,1,7,3,1201,4,6,1,1201,414 Cedar Avenue S,,BOSTON,5607,SA
sxrbp328,9362,53321,44131,76358,93868,21255,R100000103R,34473,51848,99515,66947,88799,66080,41679,R100000103R,Miller,Clint,Clint,Sam,2003-06-20,1,1101,N,1,101,2,Y,5203,7,7,0.26,7A,49663,17389,01,1,dumac905,49663,Y,Y,N,2,6,1,1201,3,8,3,1201,2100 Murray Ave.,,BRADY CREEK,5381,SA
ggmlm061,54256,17827,73625,13851,84142,45494,R100000104K,51213,46894,51416,47056,58849,60401,34377,R100000104K,Rumsey,Kirk,Kirk,Z,2003-05-22,1,1101,Y,1,101,2,Y,7101,7,7,0.21,7F,49663,17389,01,1,ywxlk453,49663,N,N,Y,2,6,4,7101,3,7,4,1201,301 Manufacturer's Rd,,CLARENCE PARK,5034,SA
aolgu253,91081,31560,32000,80814,971,9429,R100000105H,51515,76572,67586,39825,19485,85514,75889,R100000105H,Lowe,Derrick,Derrick,,2003-01-28,1,1101,N,2,101,1,N,1201,7,7,0.11,7F,49663,17389,01,2,vdzvq608,49663,X,Y,N,3,7,3,2201,1,5,4,1201,2 Dickinson Street,,LOBETHAL,5241,SA
jhfuy087,61617,61298,66758,6237,62257,45076,R100000106P,49869,52793,70302,70608,60481,6949,97299,R100000106P,Joyce,Kirk,Kirk,,2003-02-08,1,1101,Y,1,101,4,Y,1201,7,7,0.43,7D,49663,17389,01,2,ppicz790,49663,N,N,N,2,6,3,1201,1,8,4,1201,334 State Street,,BELALIE EAST,5491,SA
nbdax011,41022,39439,82526,93150,57258,43067,R100000107A,31967,43087,466,56763,78618,34662,20073,R100000107A,Templeton,Morris,Morris,T,2003-06-28,1,1101,N,2,101,3,N,1201,7,7,0.39,7F,49663,17389,01,1,kbnxv973,49663,Y,Y,Y,3,5,3,9601,2,6,3,1201,1206 Mainstreet,,CLARENCE GARDENS,5039,SA
zdydd159,84465,55432,33414,42876,96087,68670,R100000108M,71264,10329,12386,2699,87018,64884,37519,R100000108M,Brawley,Dwayne,Dwayne,,2003-04-03,1,1101,Y,2,101,1,N,1201,7,7,0.67,7A,49663,17389,01,2,rsvnk665,49663,Y,N,Y,3,5,4,1201,4,5,1,1201,520 E Santa Clara St.,,BUTE,5560,SA
ufdjs473,67784,80390,52025,77317,94947,19096,R100000109G,66654,93806,10558,62850,47410,32105,10456,R100000109G,Horn,Candice,Candice,Amanda,2003-12-28,2,1101,Y,1,101,4,Y,1201,7,7,0.33,7E,49663,17389,01,2,qcqrk561,49663,Y,Y,N,3,6,3,2201,3,5,4,5203,313 N 27th St,,COOBER PEDY,5723,SA
exhrb976,99475,62637,18068,98714,32173,8103,R100000110H,51236,65083,49326,77915,97010,23449,6262,R100000110H,Burgos,Damaris,Damaris,D,2003-06-13,2,1101,Y,2,101,2,Y,1201,7,7,0.49,7F,49663,17389,01,1,znjde051,49663,Y,Y,N,2,5,3,2201,3,5,3,1201,2100 N. University Dr,,COORONG,5264,SA
jvbkp373,24142,32347,28933,98300,86493,45717,R100000111P,44059,18897,66897,71108,13502,89027,3904,R100000111P,Fritz,Shanta,Shanta,,2003-12-10,2,1101,Y,1,101,2,N,1201,7,7,0.29,7B,49663,17389,01,1,rvgtb368,49663,Y,N,Y,2,7,4,1201,3,7,2,1201,6204 N Armenia Avenue,,CROMER,5235,SA
grewl359,6011,24926,8915,48373,42255,54859,R100000112A,85189,55377,56319,90748,57637,56383,69207,R100000112A,Lee,Lillian,Lillian,F,2003-04-19,2,1101,Y,1,101,1,Y,1201,7,7,0.74,7E,49663,17389,01,2,kxxjt273,49663,U,U,N,2,7,4,1201,1,7,3,7101,3973 S. Higuera Street,,KENT TOWN,5071,SA
srrok596,32610,98953,63066,8736,12557,35437,R100000113M,3180,5881,25812,59767,66925,74186,76020,R100000113M,Neal,Emily,Emily,D,2001-10-26,2,1101,N,1,101,4,Y,1201,9,9,0.51,9F,49663,17389,01,2,njxer950,49663,N,Y,Y,4,5,1,1201,4,7,2,1201,1692 N. Van Buren St.,,CHILPENUNDA,5660,SA
xgrzt332,16194,83684,27128,75084,31095,16340,R100000114G,4618,86230,79783,89577,79186,17422,94900,R100000114G,Haynes,Derick,Derick,,2001-12-25,1,1101,Y,1,101,1,N,2201,9,9,0.07,9C,49663,17389,01,1,neume917,49663,N,N,N,3,8,1,7101,3,8,1,1201,5327 SW 21st St,,FULHAM,5024,SA
ecuxj870,90792,31385,64842,95696,49410,8856,R100000115D,24016,96980,18103,25837,11450,16837,6112,R100000115D,Christian,Phil,Phil,T,2001-02-24,1,1101,N,2,101,2,Y,1201,9,9,0.85,9A,49663,17389,01,1,mcmfq095,49663,N,Y,Y,4,7,1,5203,1,5,4,1201,138 Easton Ave.,,CHILPENUNDA,5660,SA
npgri314,62761,4731,21536,85679,60883,77816,R100000116S,86216,32290,66671,56225,74296,23755,46075,R100000116S,Keenum,Franklin,Franklin,Lloyd,2001-01-20,1,1101,N,1,101,4,U,1201,9,9,0.09,9C,49663,17389,01,2,lqpdf922,49663,N,N,Y,3,6,3,1201,2,8,2,1201,3000 NE Killingsworth St,,BARUNGA GAP,5520,SA
ltrty951,80979,49012,27478,40827,58089,78540,R100000117R,8565,38523,34449,67485,8090,45544,68278,R100000117R,Fulton,Holly,Holly,F,2001-08-27,2,1101,N,2,101,2,N,1201,9,9,0.19,9E,49663,17389,01,2,ixxiv307,49663,N,Y,Y,2,8,3,1201,3,5,1,1201,Marina Blvd &amp; Laguna St,Fort Mason Building A,IRON KNOB,5601,SA
dkmai502,57758,81406,2903,41423,30213,66225,R100000118K,7302,58538,91857,1707,74183,27889,1531,R100000118K,Allen,Reuben,Reuben,D,2001-09-06,1,1101,Y,1,101,1,U,1201,9,9,0.06,9D,49663,17389,01,2,bftoa055,49663,Y,N,X,3,5,1,1201,4,8,2,1201,4026 S.E. Hawthorne Blvd.,,CLELAND,5152,SA
wrach941,4866,73335,6552,37099,66120,8743,R100000119E,82073,51184,21528,75308,98612,26864,81155,R100000119E,Veale,Beverlee,Beverlee,Erin,2001-10-19,2,1101,U,1,101,3,N,2201,9,9,0.09,9D,49663,17389,01,2,nzudv677,49663,Y,N,N,4,6,3,1201,4,5,3,1201,1012 Highway 62-65 North,,CAMPOONA,5640,SA
ysmgd520,5643,96181,4213,27041,10771,49958,R100000120D,57335,46850,47562,182,75224,27,76819,R100000120D,Warren,Royce,Royce,E,2001-02-22,1,1101,N,2,101,3,Y,1201,9,9,0.16,9D,49663,17389,01,1,oghfw210,49663,N,Y,N,4,7,3,1201,4,8,3,9601,4241 N. High St.,,BIGGS FLAT,5153,SA
flsvp449,45772,8923,6405,48156,14478,20087,R100000121S,20298,56452,98001,34644,84671,46474,12968,R100000121S,Mahone,Marisa,Marisa,R,2001-02-16,2,1101,N,1,101,2,Y,1201,9,9,0.08,9B,49663,17389,01,1,oxglj638,49663,N,Y,Y,4,7,2,1201,1,5,3,1201,228 North Market Street,,MIRANDA,5700,SA
qqmxp555,48369,95990,37331,97910,57907,77298,R100000122R,50684,58530,61540,4858,95749,87825,40039,R100000122R,Upham,Santo,Santo,P,2001-03-06,1,1101,N,2,101,2,X,1201,9,9,0.09,9F,49663,17389,01,1,pwiwb804,49663,Y,Y,Y,3,5,1,1201,2,6,3,1201,6355 Sawmill Rd,,NOVAR GARDENS,5040,SA
pxhyl639,9549,17319,47696,13446,14149,74487,R100000123K,16552,44100,43508,42331,85408,43280,93737,R100000123K,Ramey,Adela,Adela,,2001-11-23,2,1101,Y,1,101,3,N,1201,9,9,0.86,9A,49663,17389,01,1,lfuww176,49663,Y,Y,N,2,8,2,1201,2,6,2,1201,3259 Wurzbach Road,,CROMER,5235,SA
ubstp055,96082,85235,70747,99110,22117,13887,R100000124E,56530,19370,97371,70972,33714,90589,43491,R100000124E,Hudgins,Librada,Librada,Pauline,2001-01-15,2,1101,N,2,101,2,N,2201,9,9,0.77,9C,49663,17389,01,2,sywwq690,49663,N,Y,N,3,5,1,1201,1,7,3,1201,1333 E 57th St,,COOPERS CREEK,5731,SA
unfue240,43852,17169,2991,52865,23420,59867,R100000125P,5393,81241,79251,18353,24289,92097,66241,R100000125P,Peterson,Antone,Antone,Lewis,2001-04-12,1,1101,Y,1,101,4,Y,1201,9,9,0.74,9F,49663,17389,01,2,vaahb488,49663,N,Y,N,1,6,1,1201,1,7,3,2201,1515 S. 4th St,,YACKA,5470,SA
oqpsy644,86288,13912,33025,14977,47554,69413,R100000126A,37974,22255,29864,81569,21552,21579,83277,R100000126A,Harris,Morris,Morris,Tom,2001-10-02,1,1101,Y,2,101,3,N,1201,9,9,0.96,9A,49663,17389,01,1,fahmv905,49663,N,X,N,3,6,2,1201,1,5,2,1201,211 W. Fourth St.,,CLEARVIEW,5085,SA
answh492,23392,2420,74928,13895,12818,26612,R100000127M,87532,37588,49588,21739,58137,60890,47647,R100000127M,Diaz,Lettie,Lettie,,2001-05-14,2,1101,U,2,101,1,X,1201,9,9,0.31,9E,49663,17389,01,2,mycqx352,49663,N,Y,N,4,8,3,5203,1,6,1,1201,3131 Las Vegas Blvd. South,,MELROSE,5483,SA
wxxgi118,94758,98205,25914,90845,73751,84448,R100000128G,29705,59583,44875,35383,51672,29112,96428,R100000128G,Palma,Brain,Brain,Irving,2001-04-21,1,1101,N,1,101,3,Y,1201,9,9,0.84,9B,49663,17389,01,1,xwxct464,49663,X,Y,N,2,6,2,2201,1,7,4,1201,3551 32nd Avenue South,,KAINTON,5552,SA
utsso555,62564,72923,17464,95644,75849,6075,R100000129H,16361,35587,58409,34085,65782,33177,80631,R100000129H,Willett,Micheal,Micheal,D,2001-06-08,1,1101,Y,2,101,4,N,1201,9,9,0.61,9A,49663,17389,01,1,muakf031,49663,Y,X,N,3,7,2,1201,4,5,2,9601,444 Manor Plaza,,DAVOREN PARK,5113,SA
zqveq857,92137,60116,63130,94981,72082,42599,R100000130P,24058,52520,72789,76834,51380,46434,66361,R100000130P,Potter,Amber,Amber,,2001-10-06,2,1101,N,2,101,2,Y,9601,9,9,0.18,9F,49663,17389,01,2,xbhig550,49663,Y,X,Y,1,5,1,1201,2,5,1,5203,18701 Pioneer Blvd.,,BEETALOO,5523,SA
qlfll565,92237,89222,54362,36304,83386,87966,R100000131A,48693,39966,98337,45480,35494,94261,50590,R100000131A,Davis,Kent,Kent,,2001-05-06,1,1101,N,1,101,2,N,1201,9,9,0.95,9B,49663,17389,01,1,tknft948,49663,N,Y,N,2,5,1,1201,2,8,3,1201,910 Haddonfield Berlin Road,(Ritz Center),NAVAN,5412,SA
fhtht143,2964,49762,11243,24839,9646,6233,R100000132M,58577,87605,49631,7018,72580,34942,84035,R100000132M,Murray,Maryann,Maryann,Rosa,2001-08-02,2,1101,Y,2,101,2,Y,2201,9,9,0.86,9D,49663,17389,01,2,trmma083,49663,Y,N,Y,4,7,2,1201,4,7,2,1201,1360 S. Trimble Rd.,,ARDROSSAN,5571,SA
cpqvu236,27911,82000,52390,71479,96216,69690,R100000133G,13864,41621,70718,25241,21546,82341,84305,R100000133G,Coachman,Paula,Paula,H,2001-05-16,2,1101,U,2,101,1,Y,1201,9,9,0.35,9A,49663,17389,01,1,uyhng358,49663,Y,Y,U,4,7,1,1201,2,8,3,1201,4006 S Lamar Blvd,Ste 400,WOODHOUSE,5246,SA
kxcnq958,98246,28498,85492,10837,65828,46713,R100000134H,96636,12161,66603,66320,77492,12516,81427,R100000134H,Rowland,Gilbert,Gilbert,,2001-04-19,1,1101,Y,2,101,1,Y,1201,9,9,0.48,9F,49663,17389,01,1,scqwi074,49663,X,Y,N,2,8,1,1201,4,6,4,1201,2500 Campus Road,,CAMPOONA,5640,SA
fcftf199,97509,90620,39170,70504,13347,93532,R100000135S,91104,95258,24878,77385,62618,53537,33761,R100000135S,Fulton,Quincy,Quincy,V,2001-12-25,1,1101,Y,2,101,1,N,1201,9,9,0.32,9C,49663,17389,01,2,kjkqd055,49663,X,N,Y,1,7,2,2201,1,7,2,1201,110 Bloomingdale Rd,,BRUCE,5433,SA
cuscp920,16837,74784,45533,58204,25569,24572,R100000136R,71800,97880,52266,14659,52982,66728,86466,R100000136R,Pritchett,Jeffery,Jeffery,I,2001-12-22,1,1101,Y,1,101,2,N,1201,9,9,0.87,9F,49663,17389,01,1,gzlfy853,49663,N,N,N,3,5,2,1201,2,6,3,1201,2879 University Avenue,,BAYAH,5260,SA
gazfs983,38062,11534,15352,70889,48994,8500,R100000137K,29939,88269,44665,75319,51641,43725,91675,R100000137K,Hamer,James,James,Gene,2001-08-17,1,1101,N,1,101,1,Y,1201,9,9,0.91,9E,49663,17389,01,2,njfwh824,49663,U,N,X,2,8,3,1201,3,6,4,1201,831 Nicollet Ave S,,WEST LAKES,5021,SA
wzqsn042,20465,48637,47040,7717,30355,73052,R100000138E,10033,41675,4886,48083,50122,15696,67229,R100000138E,Perez,Cleo,Cleo,,2001-05-21,2,1101,Y,1,101,3,Y,1201,9,9,0.63,9D,49663,17389,01,2,dulip849,49663,N,N,N,1,8,1,1201,1,6,4,1201,1100 Davis Street,,BEDFORD PARK,5042,SA
fxyfs417,73348,58968,85880,66816,27446,92158,R100000139D,64321,85595,82289,82231,17674,28379,42744,R100000139D,Lee,Su,Su,Kelly,2001-11-28,2,1101,N,2,101,4,X,1201,9,9,0.10,9F,49663,17389,01,2,jlsah755,49663,Y,N,Y,1,7,3,7101,4,5,1,1201,57 Mt Pleasant Street,,ASHTON,5137,SA
zmeqw481,99621,65094,84055,9216,17670,21281,R100000140S,47827,78767,82143,66023,6817,46510,60727,R100000140S,Story,Cleo,Cleo,B,2001-10-14,2,1101,Y,1,101,2,Y,1201,9,9,0.47,9B,49663,17389,01,1,hlbts934,49663,N,Y,N,1,8,4,1201,3,7,2,1201,2439 Pacific Coast Highway,,BEAUFORT,5550,SA
hnuqb625,9562,17057,64475,8405,82171,55418,R100000141R,42916,45205,28369,7325,82572,7868,34405,R100000141R,Hanson,Amado,Amado,G,2001-03-05,1,1101,Y,1,101,3,N,2201,9,9,0.51,9C,49663,17389,01,2,decqy991,49663,N,Y,Y,3,8,4,1201,4,7,3,1201,720 University Avenue,,CAMPBELLTOWN,5074,SA
cggor391,23281,53410,18778,80919,12569,67346,R100000142K,12879,94881,90933,89148,27169,28088,66217,R100000142K,Egbert,Alan,Alan,T,2001-05-18,1,1101,Y,1,101,1,Y,9601,9,9,0.62,9F,49663,17389,01,1,yjayj423,49663,N,Y,N,4,8,3,2201,2,6,4,1201,57 Mt Pleasant Street,,BROADVIEW,5083,SA
ayuli142,81042,45219,15813,2689,74247,82087,R100000143E,97556,82774,81460,22316,23112,17745,6047,R100000143E,Ryans,Latoya,Latoya,Tracey,2001-01-08,2,1101,Y,1,101,4,N,5203,9,9,0.07,9F,49663,17389,01,2,ahzib943,49663,N,Y,Y,3,6,3,1201,3,8,1,1201,115 Baldwin Avenue,,MORPHETT VALE,5162,SA
jxocs007,28635,93936,65053,6520,76293,6664,R100000144D,20415,40999,17654,84458,25528,67796,10697,R100000144D,Collins,Franklin,Franklin,E,2001-11-09,1,1101,N,1,101,4,Y,1201,9,9,0.75,9C,49663,17389,01,2,dcwzq779,49663,Y,Y,Y,3,8,2,1201,2,6,3,1201,1005 E. 60th St.,,LINWOOD,5410,SA
